StopTime,PPBv,Concentration,TimeChange,RateOfChange,Month,Season
2010-12-28 12:46:00,0.032,-0.7646544536718574,4.0,-0.06825031801593444,12,Winter
2010-12-28 16:46:00,0.023,-0.9080765959741703,4.0,-0.035855535575578246,12,Winter
2010-12-28 20:46:00,0.013000000000000001,-1.1558610796849265,4.0,-0.06194612092768903,12,Winter
2010-12-29 00:46:00,10.725999999999999,1.760633360635286,4.0,0.7291236100800531,12,Winter
2010-12-29 04:46:00,0.012,-1.1906231859441383,4.0,-0.7378141366448561,12,Winter
2011-01-03 13:30:00,0.191,0.011228935255964275,128.73333333333332,0.009335982298291839,1,Winter
2011-01-03 17:30:00,0.217,0.06665530185676627,4.0,0.013856591650200499,1,Winter
2011-01-03 21:30:00,0.604,0.5112325066293686,4.0,0.11114430119315058,1,Winter
2011-01-04 01:31:00,1.724,0.9667328294969307,4.016666666666667,0.11340257000852169,1,Winter
2011-01-04 05:31:00,1.611,0.9372911084274548,4.0,-0.007360430267368989,1,Winter
2011-01-04 09:31:00,1.071,0.7599850388400924,4.0,-0.0443265173968406,1,Winter
2011-01-04 13:31:00,0.43200000000000005,0.3656793148231489,4.0,-0.09857643100423587,1,Winter
2011-01-04 17:31:00,0.299,0.20586675633266635,4.0,-0.03995313962262064,1,Winter
2011-01-04 21:31:00,0.324,0.24074057821484887,4.0,0.00871845547054563,1,Winter
2011-01-05 01:31:00,10.626,1.7565653795819551,4.0,0.3789562003417766,1,Winter
2011-01-05 05:32:00,1.358,0.8630953379527196,4.016666666666667,-0.22244067426453995,1,Winter
2011-01-05 09:32:00,0.9440000000000001,0.7051675623063057,4.0,-0.03948194391160348,1,Winter
2011-01-05 13:32:00,0.237,0.10494391401834059,4.0,-0.1500559120719913,1,Winter
2011-01-05 17:32:00,0.17600000000000002,-0.024291764177613407,4.0,-0.0323089195489885,1,Winter
2011-01-05 21:32:00,0.387,0.3179065330271482,4.0,0.08554957430119041,1,Winter
2011-01-06 01:32:00,0.9109999999999999,0.689713944981235,4.0,0.09295185298852168,1,Winter
2011-01-06 05:32:00,1.291,0.841121810274657,4.0,0.037851966323355524,1,Winter
2011-01-06 09:33:00,0.8690000000000001,0.6692153444569032,4.016666666666667,-0.04279829024508394,1,Winter
2011-01-06 13:33:00,0.384,0.3145267923757676,4.0,-0.08867213802028391,1,Winter
2011-01-10 13:46:00,0.139,-0.12678963173766813,96.21666666666667,-0.004586694170588281,1,Winter
2011-01-10 17:46:00,0.243,0.11580184160654891,4.0,0.06064786833605426,1,Winter
2011-01-10 21:46:00,0.071,-0.41854608327268805,4.0,-0.13358698121980925,1,Winter
2011-01-11 01:46:00,1.3259999999999998,0.8527390920769911,4.0,0.31782129383741975,1,Winter
2011-01-11 05:46:00,0.92,0.693983395353792,4.0,-0.03968892418079975,1,Winter
2011-01-11 09:47:00,0.001,-2.2698044319917634,4.016666666666667,-0.737872488135823,1,Winter
2011-01-11 13:47:00,0.024,-0.8895931902801573,4.0,0.34505281042790154,1,Winter
2011-01-11 17:47:00,0.35100000000000003,0.2755026844740609,4.0,0.29127396868855454,1,Winter
2011-01-11 21:47:00,0.725,0.5905335745792304,4.0,0.07875772252629237,1,Winter
2011-01-12 01:47:00,4.3069999999999995,1.3643704397708367,4.0,0.19345921629790158,1,Winter
2011-01-12 05:47:00,0.001,-2.2698044319917634,4.0,-0.90854371794065,1,Winter
2011-01-12 09:47:00,0.001,-2.2698044319917634,4.0,0.0,1,Winter
2011-01-12 13:47:00,0.001,-2.2698044319917634,4.0,0.0,1,Winter
2011-01-12 17:47:00,0.368,0.2960433866817544,4.0,0.6414619546683794,1,Winter
2011-01-13 01:47:00,0.001,-2.2698044319917634,8.0,-0.3207309773341897,1,Winter
2011-01-13 05:47:00,0.001,-2.2698044319917634,4.0,0.0,1,Winter
2011-01-13 09:47:00,0.001,-2.2698044319917634,4.0,0.0,1,Winter
2011-01-14 12:47:00,0.027999999999999997,-0.8226464006495441,27.0,0.053598445605267386,1,Winter
2011-01-14 16:47:00,0.028999999999999998,-0.8074064340928072,4.0,0.003809991639184218,1,Winter
2011-01-14 20:47:00,0.037000000000000005,-0.7016027079247682,4.0,0.026450931542009753,1,Winter
2011-01-15 00:47:00,0.033,-0.7512904921138757,4.0,-0.012421946047276866,1,Winter
2011-01-15 04:47:00,0.038,-0.6900208353749531,4.0,0.015317414184730649,1,Winter
2011-01-15 08:47:00,0.025,-0.8718644233197257,4.0,-0.045460896986193156,1,Winter
2011-01-15 12:48:00,0.076,-0.3889908397109719,4.016666666666667,0.12021748969512543,1,Winter
2011-01-15 16:48:00,0.027999999999999997,-0.8226464006495441,4.0,-0.10841389023464304,1,Winter
2011-01-15 20:48:00,0.018000000000000002,-1.0145319268884572,4.0,-0.04797138155972827,1,Winter
2011-01-16 00:48:00,0.16399999999999998,-0.054960583944065416,4.0,0.23989283573609793,1,Winter
2011-01-16 04:48:00,0.02,-0.968774436327782,4.0,-0.22845346309592915,1,Winter
2011-01-16 08:48:00,0.015,-1.093713172936082,4.0,-0.031234684152075004,1,Winter
2011-01-16 12:49:00,0.012,-1.1906231859441383,4.016666666666667,-0.02412697419287707,1,Winter
2011-01-16 16:49:00,0.02,-0.968774436327782,4.0,0.055462187404089064,1,Winter
2011-01-16 20:49:00,0.019,-0.9910508310389343,4.0,-0.00556909867778807,1,Winter
2011-01-17 00:49:00,0.016,-1.0656844493358384,4.0,-0.018658404574226017,1,Winter
2011-01-17 04:49:00,0.015,-1.093713172936082,4.0,-0.007007180900060916,1,Winter
2011-01-17 08:49:00,0.019,-0.9910508310389343,4.0,0.025665585474286934,1,Winter
2011-01-17 12:49:00,0.018000000000000002,-1.0145319268884572,4.0,-0.005870273962380712,1,Winter
2011-01-18 14:04:00,0.011000000000000001,-1.2284117468335383,25.25,-0.008470487918617074,1,Winter
2011-01-18 18:04:00,0.016,-1.0656844493358384,4.0,0.04068182437442497,1,Winter
2011-01-18 22:04:00,0.004,-1.667744440663801,4.0,-0.15051499783199063,1,Winter
2011-01-19 02:04:00,0.006999999999999999,-1.4247063919775065,4.0,0.060759512171573604,1,Winter
2011-01-19 06:04:00,0.02,-0.968774436327782,4.0,0.11398298891243111,1,Winter
2011-01-19 10:05:00,0.126,-0.16943388687420036,4.016666666666667,0.19900594592205353,1,Winter
2011-01-19 14:05:00,0.445,0.37855557898916836,4.0,0.13699736646584218,1,Winter
2011-01-19 18:05:00,2.208,1.074194637065398,4.0,0.17390976451905743,1,Winter
2011-01-19 22:05:00,1.489,0.9030902657604128,4.0,-0.04277609282624631,1,Winter
2011-01-20 02:05:00,7.165,1.5854117627416,4.0,0.1705803742452968,1,Winter
2011-01-20 06:05:00,1.215,0.8147718459425678,4.0,-0.19265997919975805,1,Winter
2011-01-20 10:06:00,0.7929999999999999,0.6294687553258405,4.016666666666667,-0.04613354953113544,1,Winter
2011-01-20 14:06:00,0.408,0.34085573109811673,4.0,-0.07215325605693093,1,Winter
2011-01-20 18:06:00,0.361,0.28770276991389465,4.0,-0.01328824029605552,1,Winter
2011-01-20 22:06:00,0.308,0.21874628450868097,4.0,-0.01723912135130342,1,Winter
2011-01-21 02:06:00,0.5670000000000001,0.48377862690114337,4.0,0.06625808559811561,1,Winter
2011-01-21 06:06:00,0.461,0.3938964933978849,4.0,-0.022470533375814616,1,Winter
2011-01-21 10:06:00,0.22399999999999998,0.08044358634239952,4.0,-0.07836322676387135,1,Winter
2011-01-21 14:06:00,0.136,-0.1362655236215457,4.0,-0.0541772774909863,1,Winter
2011-01-31 09:55:00,0.102,-0.26120426022984566,235.81666666666666,-0.0005298130042051027,1,Winter
2011-01-31 13:55:00,0.11800000000000001,-0.19792242468563784,4.0,0.015820458886051957,1,Winter
2011-01-31 17:55:00,0.145,-0.10843642975678842,4.0,0.022371498732212353,1,Winter
2011-01-31 21:55:00,0.22,0.07261824883044295,4.0,0.04526366964680784,1,Winter
2011-02-01 01:55:00,0.13,-0.1558610796849265,4.0,-0.05711983212884236,2,Winter
2011-02-01 05:55:00,0.172,-0.03427598508421435,4.0,0.030396273650178034,2,Winter
2011-02-01 09:55:00,0.113,-0.2167259885083435,4.0,-0.04561250085603229,2,Winter
2011-02-01 13:55:00,0.161,-0.06297855595991353,4.0,0.03843685813710749,2,Winter
2011-02-01 17:55:00,0.302,0.21020251096538733,4.0,0.06829526673132522,2,Winter
2011-02-01 21:55:00,0.184,-0.0049866089822267826,4.0,-0.05379727998690353,2,Winter
2011-02-02 01:55:00,0.16699999999999998,-0.04708796084418003,4.0,-0.010525337965488312,2,Winter
2011-02-02 05:55:00,0.13,-0.1558610796849265,4.0,-0.027193279710186615,2,Winter
2011-02-02 09:55:00,0.24600000000000002,0.12113067511161586,4.0,0.06924793869913559,2,Winter
2011-02-02 13:55:00,0.309,0.22015404743307138,4.0,0.02475584308036388,2,Winter
2011-02-02 17:55:00,0.35200000000000004,0.2767382314863678,4.0,0.014146046013324101,2,Winter
2011-02-02 21:55:00,0.32,0.23534554632814272,4.0,-0.010348171289556264,2,Winter
2011-02-03 01:55:00,0.253,0.1333160891840547,4.0,-0.02550736428602201,2,Winter
2011-02-03 05:55:00,0.184,-0.0049866089822267826,4.0,-0.034575674541570366,2,Winter
2011-02-03 09:55:00,0.228,0.08813041500869058,4.0,0.023279255997729342,2,Winter
2011-02-03 13:55:00,0.258,0.1418152739714669,4.0,0.01342121474069408,2,Winter
2011-02-03 21:55:00,0.243,0.11580184160654891,8.0,-0.0032516790456147485,2,Winter
2011-02-04 01:55:00,0.342,0.2642216740643718,4.0,0.03710495811445572,2,Winter
2011-02-04 05:55:00,0.301,0.20876206360208005,4.0,-0.013864902615572938,2,Winter
2011-02-04 13:55:00,0.41700000000000004,0.35033162298199433,8.0,0.017696194922489285,2,Winter
2011-02-04 17:55:00,0.374,0.30306717020871693,4.0,-0.01181611319331935,2,Winter
2011-02-04 21:55:00,0.6659999999999999,0.5536697971785378,4.0,0.06265065674245522,2,Winter
2011-02-05 01:55:00,0.6409999999999999,0.5370535975270541,4.0,-0.0041540499128709385,2,Winter
2011-02-05 05:55:00,0.413,0.34614561966463775,4.0,-0.04772699446560408,2,Winter
2011-02-05 13:55:00,0.151,-0.09082748469859384,8.0,-0.054621638045403945,2,Winter
2011-02-05 17:55:00,0.21899999999999997,0.07063968284835502,4.0,0.04036679188673721,2,Winter
2011-02-05 21:55:00,0.152,-0.08796084404699073,4.0,-0.03965013172383644,2,Winter
2011-02-06 01:55:00,0.16899999999999998,-0.04191772737808978,4.0,0.011510779167225238,2,Winter
2011-02-06 05:55:00,0.151,-0.09082748469859384,4.0,-0.012227439330126015,2,Winter
2011-02-06 09:55:00,0.139,-0.12678963173766813,4.0,-0.008990536759768575,2,Winter
2011-02-06 13:55:00,0.161,-0.06297855595991353,4.0,0.01595276894443865,2,Winter
2011-02-07 11:26:00,0.07200000000000001,-0.4124719355604947,21.516666666666666,-0.01624291462125087,2,Winter
2011-02-07 15:26:00,0.065,-0.4568910753489077,4.0,-0.01110478494710325,2,Winter
2011-02-07 19:26:00,0.09699999999999999,-0.2830326977255184,4.0,0.04346459440584732,2,Winter
2011-02-07 23:26:00,0.033,-0.7512904921138757,4.0,-0.11706444859708931,2,Winter
2011-02-08 03:26:00,0.044000000000000004,-0.6263517555055758,4.0,0.031234684152074976,2,Winter
2011-02-08 07:26:00,2.052,1.0423729244480155,4.0,0.4171811699883978,2,Winter
2011-02-08 11:26:00,0.06,-0.4916531816081196,4.0,-0.3835065265140338,2,Winter
2011-02-08 15:26:00,0.065,-0.4568910753489077,4.0,0.008690526564802972,2,Winter
2011-02-08 19:26:00,0.061,-0.4844745969809962,4.0,-0.006895880408022123,2,Winter
2011-02-08 23:26:00,0.095,-0.29208082670291546,4.0,0.048098442569520186,2,Winter
2011-02-09 07:26:00,0.077,-0.3833137068192814,8.0,-0.011404110014545742,2,Winter
2011-02-09 11:26:00,0.051,-0.5622342558938269,4.0,-0.04473013726863638,2,Winter
2011-02-09 15:26:00,0.054000000000000006,-0.5374106721687947,4.0,0.00620589593125806,2,Winter
2011-02-16 09:42:00,0.086,-0.33530598074819556,162.26666666666668,0.001245509602016839,2,Winter
2011-02-16 13:42:00,0.122,-0.183444601317015,4.0,0.03796534485779514,2,Winter
2011-02-16 17:42:00,0.086,-0.33530598074819556,4.0,-0.03796534485779514,2,Winter
2011-02-16 21:42:00,0.18,-0.014531926888457216,4.0,0.08019351346493458,2,Winter
2011-02-17 01:42:00,0.27899999999999997,0.17579977128183422,4.0,0.04758292454257286,2,Winter
2011-02-17 05:42:00,0.23600000000000002,0.10310757097834335,4.0,-0.018173050075872717,2,Winter
2011-02-17 09:42:00,0.242,0.11401093398866803,4.0,0.002725840752581171,2,Winter
2011-02-17 13:42:00,0.155,-0.0794727338214718,4.0,-0.048370916952534954,2,Winter
2011-02-17 17:42:00,0.19,0.008949168961065748,4.0,0.022105475695634386,2,Winter
2011-02-17 21:42:00,0.47600000000000003,0.4078025207287299,4.0,0.09971333794191604,2,Winter
2011-02-18 01:42:00,0.235,0.101263430279973,4.0,-0.07663477261218923,2,Winter
2011-02-18 05:42:00,0.342,0.2642216740643718,4.0,0.0407395609460997,2,Winter
2011-02-18 09:42:00,0.263,0.15015131649799462,4.0,-0.028517589391594295,2,Winter
2011-02-18 13:42:00,0.19399999999999998,0.01799729793846273,4.0,-0.033038504639882976,2,Winter
2011-02-18 17:43:00,0.265,0.1534414419450446,4.016666666666667,0.033720533777572254,2,Winter
2011-02-18 21:43:00,0.209,0.0503418541192907,4.0,-0.025774896956438476,2,Winter
2011-02-19 01:43:00,0.254,0.1350292846281748,4.0,0.02117185762722102,2,Winter
2011-02-19 05:43:00,0.268,0.1583303620370256,4.0,0.005825269352212704,2,Winter
2011-02-19 09:43:00,0.192,0.01349679671178639,4.0,-0.036208391331309805,2,Winter
2011-02-19 13:43:00,0.289,0.1910934107647846,4.0,0.04439915351324955,2,Winter
2011-02-19 17:43:00,0.256,0.1384355333200863,4.0,-0.013164469361174574,2,Winter
2011-02-19 21:43:00,0.263,0.15015131649799462,4.0,0.0029289457944770836,2,Winter
2011-02-20 01:43:00,0.141,-0.1205853193363834,4.0,-0.0676841589585945,2,Winter
2011-02-20 05:43:00,0.214,0.06060934135742757,4.0,0.04529866517345274,2,Winter
2011-02-20 09:43:00,0.172,-0.03427598508421435,4.0,-0.02372133161041048,2,Winter
2011-02-20 13:43:00,0.19399999999999998,0.01799729793846273,4.0,0.013068320755669272,2,Winter
2011-02-20 17:43:00,0.233,0.09755148903425571,4.0,0.019888547773948245,2,Winter
2011-02-20 21:43:00,0.301,0.20876206360208005,4.0,0.027802643641956084,2,Winter
2011-02-21 01:43:00,0.122,-0.183444601317015,4.0,-0.09805166622977377,2,Winter
2011-02-21 05:43:00,0.275,0.16952826183849945,4.0,0.08824321578887862,2,Winter
2011-02-21 09:43:00,0.321,0.23670060041310878,4.0,0.016793084643652333,2,Winter
2011-02-21 13:43:00,0.444,0.3775785381228566,4.0,0.03521948442743695,2,Winter
2011-02-21 17:43:00,0.218,0.06865206161284156,4.0,-0.07723161912750376,2,Winter
2011-02-21 21:43:00,0.126,-0.16943388687420036,4.0,-0.059521487121760475,2,Winter
2011-02-22 01:43:00,0.21,0.05241486274215601,4.0,0.05546218740408909,2,Winter
2011-02-22 05:43:00,0.293,0.19706318836234615,4.0,0.036162081405047536,2,Winter
2011-02-22 09:43:00,0.188,0.004353417271916646,4.0,-0.048177442772607375,2,Winter
2011-03-07 15:54:00,0.20199999999999999,0.035546937454860435,318.18333333333334,9.803631087824773e-05,3,Spring
2011-03-07 19:54:00,0.109,-0.23237793405113963,4.0,-0.06698121787650002,3,Spring
2011-03-07 23:54:00,0.13699999999999998,-0.13308386483535653,4.0,0.024823517303945775,3,Spring
2011-03-08 03:54:00,0.155,-0.0794727338214718,4.0,0.013402782753471183,3,Spring
2011-03-08 07:54:00,0.331,0.2500235617839555,4.0,0.08237407390135683,3,Spring
2011-03-08 11:54:00,0.09300000000000001,-0.3013214834378281,4.0,-0.1378362613054459,3,Spring
2011-03-08 15:55:00,0.17800000000000002,-0.019384429682869252,4.016666666666667,0.07019179761534246,3,Spring
2011-03-08 19:55:00,0.281,0.17890188791331668,4.0,0.04957157939904648,3,Spring
2011-03-08 23:55:00,0.282,0.18044467632759778,4.0,0.0003856971035702747,3,Spring
2011-03-09 03:55:00,0.162,-0.060289417449132306,4.0,-0.06018352344418252,3,Spring
2011-03-09 07:55:00,0.449,0.38244190901155994,4.0,0.11068283161517306,3,Spring
2011-03-09 11:55:00,0.213,0.05857517144697442,4.0,-0.08096668439114638,3,Spring
2011-03-09 15:55:00,0.136,-0.1362655236215457,4.0,-0.04871017376713003,3,Spring
2011-03-09 23:55:00,0.24600000000000002,0.12113067511161586,8.0,0.032174524841645194,3,Spring
2011-03-10 03:55:00,0.149,-0.09661816357948923,4.0,-0.05443720967277627,3,Spring
2011-03-10 07:55:00,0.14800000000000002,-0.09954271659680582,4.0,-0.0007311382543291473,3,Spring
2011-03-10 11:55:00,0.08900000000000001,-0.32041442534685044,4.0,-0.05521792718751116,3,Spring
2011-03-10 15:55:00,0.051,-0.5622342558938269,4.0,-0.06045495763674412,3,Spring
2011-03-10 19:55:00,0.045,-0.6165919182164196,4.0,-0.013589415580648162,3,Spring
2011-03-10 23:55:00,0.052000000000000005,-0.5538010883569641,4.0,0.015697707464863875,3,Spring
2011-03-11 03:55:00,0.06,-0.4916531816081196,4.0,0.015536976687211115,3,Spring
2011-03-11 07:55:00,0.177,-0.021831165629956652,4.0,0.11745550399454074,3,Spring
2011-03-11 11:56:00,0.142,-0.11751608760870684,4.016666666666667,-0.023821972276867266,3,Spring
2011-03-11 15:56:00,0.154,-0.08228371115530021,4.0,0.008808094113351657,3,Spring
2011-03-11 19:56:00,0.034,-0.738325514949508,4.0,-0.16401045094855196,3,Spring
2011-03-11 23:56:00,0.23800000000000002,0.10677252506474871,4.0,0.21127451000356418,3,Spring
2011-03-12 07:56:00,0.289,0.1910934107647846,8.0,0.010540110712504484,3,Spring
2011-03-12 11:56:00,0.271,0.16316485888264246,4.0,-0.006982137970535533,3,Spring
2011-03-12 15:56:00,0.12300000000000001,-0.17989932055236532,4.0,-0.08576604485875194,3,Spring
2011-03-12 23:56:00,0.09699999999999999,-0.2830326977255184,8.0,-0.012891672146644138,3,Spring
2011-03-13 03:56:00,0.16699999999999998,-0.04708796084418003,4.0,0.058986184220334595,3,Spring
2011-03-13 07:56:00,0.129,-0.1592147216925143,4.0,-0.028031690212083567,3,Spring
2011-03-13 11:56:00,0.08199999999999999,-0.3559905796080466,4.0,-0.04919396447888307,3,Spring
2011-03-13 15:56:00,0.078,-0.3777098293012829,4.0,-0.005429812423309074,3,Spring
2011-03-13 19:56:00,0.054000000000000006,-0.5374106721687947,4.0,-0.03992521071687795,3,Spring
2011-03-14 11:41:00,0.036000000000000004,-0.7135019312244759,15.75,-0.011180397400360713,3,Spring
2011-03-14 15:41:00,0.165,-0.052320487777856965,4.0,0.16529536086165475,3,Spring
2011-03-14 19:41:00,0.168,-0.044495150265900354,4.0,0.0019563343779891527,3,Spring
2011-03-23 11:06:00,0.08199999999999999,-0.3559905796080466,207.41666666666666,-0.0015017859188853977,3,Spring
2011-03-23 15:06:00,0.077,-0.3833137068192814,4.0,-0.0068307818028087025,3,Spring
2011-03-23 19:06:00,0.063,-0.47046388253818155,4.0,-0.02178754392972504,3,Spring
2011-03-23 23:06:00,0.08,-0.36671444499981964,4.0,0.025937359384590478,3,Spring
2011-03-24 03:06:00,0.069,-0.4309553412545079,4.0,-0.016060224063672066,3,Spring
2011-03-24 07:06:00,0.094,-0.2966765783920645,4.0,0.03356969071561085,3,Spring
2011-03-24 11:06:00,0.136,-0.1362655236215457,4.0,0.0401027636926297,3,Spring
2011-03-24 15:06:00,0.066,-0.4502604964498945,4.0,-0.0784987432070872,3,Spring
2011-03-24 19:06:00,0.096,-0.2875331989521948,4.0,0.04068182437442493,3,Spring
2011-03-24 23:06:00,0.138,-0.1299253455905267,4.0,0.039401963340417026,3,Spring
2011-03-25 03:06:00,0.028999999999999998,-0.8074064340928072,4.0,-0.16937027212557013,3,Spring
2011-03-25 07:06:00,0.106,-0.244498566726993,4.0,0.14072696684145355,3,Spring
2011-03-25 11:06:00,0.071,-0.41854608327268805,4.0,-0.043511879136423764,3,Spring
2011-03-25 15:06:00,0.068,-0.4372955192855269,4.0,-0.004687359003209712,3,Spring
2011-03-25 23:07:00,0.14,-0.12367639631352521,8.016666666666667,0.03912088852041601,3,Spring
2011-03-26 03:07:00,0.114,-0.2128995806552906,4.0,-0.022305796085441348,3,Spring
2011-03-26 07:07:00,0.115,-0.20910659163815154,4.0,0.0009482472542847661,3,Spring
2011-03-26 11:07:00,0.23,0.09192340402582966,4.0,0.0752574989159953,3,Spring
2011-03-26 15:07:00,0.035,-0.7257363876414876,4.0,-0.20441494791682932,3,Spring
2011-03-26 19:07:00,0.05,-0.5708344276557444,4.0,0.0387254899964358,3,Spring
2011-03-26 23:07:00,0.12,-0.1906231859441384,4.0,0.09505281042790151,3,Spring
2011-03-27 03:07:00,0.051,-0.5622342558938269,4.0,-0.09290276748742213,3,Spring
2011-03-27 03:07:00,0.078,-0.3777098293012829,0.0,inf,3,Spring
2011-03-27 07:07:00,0.04,-0.6677444406638009,4.0,-0.0725086528406295,3,Spring
2011-03-27 07:07:00,0.057999999999999996,-0.5063764384288261,0.0,inf,3,Spring
2011-03-27 11:07:00,0.049,-0.5796083519632496,4.0,-0.018307978383605872,3,Spring
2011-03-27 11:08:00,0.159,-0.06840730767131176,0.016666666666666666,30.672062657516268,3,Spring
2011-03-27 15:07:00,0.062,-0.4774127424935094,3.9833333333333334,-0.1026791886582923,3,Spring
2011-03-27 15:08:00,0.11199999999999999,-0.22058640932158166,0.016666666666666666,15.409579990315663,3,Spring
2011-03-27 19:07:00,0.076,-0.3889908397109719,3.9833333333333334,-0.04227726285926115,3,Spring
2011-03-27 19:08:00,0.096,-0.2875331989521948,0.016666666666666666,6.087458445526627,3,Spring
2011-03-27 23:07:00,0.083,-0.35072633961568933,3.9833333333333334,-0.015864386777446324,3,Spring
2011-03-27 23:08:00,0.10800000000000001,-0.23638067650481348,0.016666666666666666,6.860739786652551,3,Spring
2011-03-28 03:08:00,0.059000000000000004,-0.49895242034961906,4.0,-0.0656429359612014,3,Spring
2011-03-28 07:08:00,0.086,-0.33530598074819556,4.0,0.040911609900355875,3,Spring
2011-03-28 11:08:00,0.121,-0.18701906167531315,4.0,0.0370717297682206,3,Spring
2011-03-28 15:08:00,0.038,-0.6900208353749531,4.0,-0.12575044342490999,3,Spring
2011-04-03 07:54:00,0.14300000000000002,-0.11446839452670136,136.76666666666668,0.004208280093942859,4,Spring
2011-04-03 11:54:00,0.084,-0.34552514592988154,4.0,-0.05776418785079504,4,Spring
2011-04-03 19:54:00,0.019,-0.9910508310389343,8.0,-0.08069071063863159,4,Spring
2011-04-03 23:54:00,0.035,-0.7257363876414876,4.0,0.06632861084936167,4,Spring
2011-04-04 07:54:00,0.14300000000000002,-0.11446839452670136,8.0,0.07640849913934829,4,Spring
2011-04-04 19:54:00,0.102,-0.26120426022984566,12.0,-0.012227988808595358,4,Spring
2011-04-04 23:54:00,0.071,-0.41854608327268805,4.0,-0.0393354557607106,4,Spring
2011-04-05 07:54:00,0.065,-0.4568910753489077,8.0,-0.004793124009527458,4,Spring
2011-04-05 19:55:00,0.165,-0.052320487777856965,12.016666666666667,0.03366745527637038,4,Spring
2011-04-05 23:55:00,0.067,-0.4437296292909368,4.0,-0.09785228537826995,4,Spring
2011-04-06 03:55:00,0.086,-0.33530598074819556,4.0,0.027105912135685306,4,Spring
2011-04-06 11:55:00,0.054000000000000006,-0.5374106721687947,8.0,-0.02526308642757489,4,Spring
2011-04-06 23:57:00,0.057999999999999996,-0.5063764384288261,12.033333333333333,0.0025790221944572253,4,Spring
2011-04-07 03:57:00,0.08900000000000001,-0.32041442534685044,4.0,0.04649050327049391,4,Spring
2011-04-07 07:57:00,0.109,-0.23237793405113963,4.0,0.022009122823927703,4,Spring
2011-04-07 11:57:00,0.12,-0.1906231859441384,4.0,0.010438687026750305,4,Spring
2011-04-07 19:58:00,0.07,-0.4247063919775064,8.016666666666667,-0.029199568320170642,4,Spring
2011-04-07 23:58:00,0.161,-0.06297855595991353,4.0,0.09043195900439822,4,Spring
2011-04-08 07:58:00,0.098,-0.27857835629926836,8.0,-0.026949975042419354,4,Spring
2011-04-08 11:58:00,0.141,-0.1205853193363834,4.0,0.03949825924072124,4,Spring
2011-04-08 19:58:00,0.08800000000000001,-0.3253217598415946,8.0,-0.025592055063151403,4,Spring
2011-04-09 03:58:00,0.161,-0.06297855595991353,8.0,0.032792900485210136,4,Spring
2011-04-09 07:58:00,0.13699999999999998,-0.13308386483535653,4.0,-0.01752632721886075,4,Spring
2011-04-11 10:15:00,0.235,0.101263430279973,50.28333333333333,0.004660536197189186,4,Spring
2011-04-11 14:15:00,0.106,-0.244498566726993,4.0,-0.08644049925174149,4,Spring
2011-04-11 18:15:00,0.325,0.24207892898711114,4.0,0.12164437392852603,4,Spring
2011-04-11 22:16:00,0.105,-0.24861513292182516,4.016666666666667,-0.12216449674081402,4,Spring
2011-04-12 02:16:00,0.239,0.10859346895637441,4.0,0.0893021504695499,4,Spring
2011-04-12 06:16:00,0.182,-0.009733044006688495,4.0,-0.029581628240765726,4,Spring
2011-04-12 10:16:00,0.185,-0.0026327035887494473,4.0,0.001775085104484762,4,Spring
2011-04-12 14:16:00,0.166,-0.049696343951708154,4.0,-0.011765910090739677,4,Spring
2011-04-12 18:16:00,0.18,-0.014531926888457216,4.0,0.008791104265812734,4,Spring
2011-04-12 22:16:00,0.17300000000000001,-0.031758328862967804,4.0,-0.004306600493627646,4,Spring
